"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary","Ancestors"
"","44797461","431661000000104","[X]Bipolar affective disorder, current episode manic with psychotic symptoms","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","44797155","426091000000108","[X]Other bipolar affective disorders","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","44796057","417731000000103","[X]Bipolar affective disorder, unspecified","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","43021847","133091000119105","Rapid cycling bipolar I disorder","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","43021820","61771000119106","Bipolar II disorder, most recent episode rapid cycling","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","43020451","23741000119105","Severe manic bipolar I disorder","Clinical Finding","Standard","0","1,654","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","42872413","261000119107","Severe depressed bipolar I disorder","Clinical Finding","Standard","0","4,727","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","42872412","271000119101","Severe mixed bipolar I disorder","Clinical Finding","Standard","0","2,037","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","42486681","F31.9","Bipolar affective disorder, unspecified","KCD7 code","Non-Standard","0","0","Condition","KCD7","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","42486680","F31.8","Other bipolar affective disorders","KCD7 code","Non-Standard","0","0","Condition","KCD7","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","42486679","F31.7","Bipolar affective disorder, currently in remission","KCD7 code","Non-Standard","0","0","Condition","KCD7","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","42486678","F31.6","Bipolar affective disorder, current episode mixed","KCD7 code","Non-Standard","0","0","Condition","KCD7","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","42486677","F31.5","Bipolar affective disorder, current episode severe depression with psychotic symptoms","KCD7 code","Non-Standard","0","0","Condition","KCD7","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","42486676","F31.4","Bipolar affective disorder, current episode severe depression without psychotic symptoms","KCD7 code","Non-Standard","0","0","Condition","KCD7","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","42486675","F31.3","Bipolar affective disorder, current episode mild or moderate depression","KCD7 code","Non-Standard","0","0","Condition","KCD7","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","42486674","F31.2","Bipolar affective disorder, current episode manic with psychotic symptoms","KCD7 code","Non-Standard","0","0","Condition","KCD7","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","42486673","F31.1","Bipolar affective disorder, current episode manic without psychotic symptoms","KCD7 code","Non-Standard","0","0","Condition","KCD7","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","42486672","F31.0","Bipolar affective disorder, current episode hypomanic","KCD7 code","Non-Standard","0","0","Condition","KCD7","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","42486671","F31","Bipolar affective disorder","KCD7 code","Non-Standard","0","0","Condition","KCD7","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","40433642","231497008","Bipolar II disorder","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","40388263","192361001","Bipolar affective disorder, currently depressed, severe, with psychosis","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","40388256","192355004","Bipolar disorder","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","40356767","268749008","Affective psychoses: [manic depressive] or [involutional melancholia]","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","40321769","154874009","Other manic-depressive psychos","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","37312578","789061003","Rapid cycling bipolar II disorder","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","37209504","16238741000119105","Bipolar disorder caused by drug","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","37117177","723905008","Bipolar type II disorder currently in full remission","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","37109940","723903001","Bipolar type I disorder currently in full remission","Clinical Finding","Standard","0","1,177","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","35624748","767636002","Bipolar I disorder, most recent episode depression","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","35624747","767635003","Bipolar I disorder, most recent episode manic","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","35624745","767633005","Bipolar affective disorder, most recent episode mixed","Clinical Finding","Standard","0","8,095","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","35624744","767632000","Bipolar disorder, most recent episode manic","Clinical Finding","Standard","0","9,229","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","35624743","767631007","Bipolar disorder, most recent episode depression","Clinical Finding","Standard","0","6,422","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","35622934","765176007","Psychosis and severe depression co-occurrent and due to bipolar affective disorder","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","35207149","F31.9","Bipolar disorder, unspecified","4-char billing code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","35207148","F31.5","Bipolar disorder, current episode depressed, severe, with psychotic features","4-char billing code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","35207147","F31.4","Bipolar disorder, current episode depressed, severe, without psychotic features","4-char billing code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","35207146","F31.2","Bipolar disorder, current episode manic severe with psychotic features","4-char billing code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","35207145","F31.0","Bipolar disorder, current episode hypomanic","4-char billing code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","35207136","F25.0","Schizoaffective disorder, bipolar type","4-char billing code","Non-Standard","0","0","Condition","ICD10CM","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4338812","87950005","Bipolar I disorder, single manic episode with catatonic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4336405","87203005","Bipolar I disorder, most recent episode depressed with postpartum onset","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4333670","231444002","Organic bipolar disorder","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4330846","22407005","Bipolar II disorder, most recent episode major depressive with catatonic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4327669","75360000","Bipolar I disorder, single manic episode, in remission","Clinical Finding","Standard","0","1,177","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4324945","71294008","Mild bipolar II disorder, most recent episode major depressive","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4322477","70546001","Severe bipolar disorder with psychotic features, mood-congruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4312736","86058007","Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4310821","85248005","Bipolar disorder in remission","Clinical Finding","Standard","0","9,227","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4307956","83225003","Bipolar II disorder","Clinical Finding","Standard","0","1,424","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4307804","82998009","Moderate manic bipolar I disorder","Clinical Finding","Standard","0","1,220","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4301106","78269000","Bipolar I disorder, single manic episode, in partial remission","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4287544","68569003","Manic bipolar I disorder","Clinical Finding","Standard","0","5,471","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4283219","67002003","Severe bipolar II disorder, most recent episode major depressive, in partial remission","Clinical Finding","Standard","1,424","1,424","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4280361","66631006","Moderate depressed bipolar I disorder","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4276670","64731001","Severe mixed bipolar I disorder with psychotic features, mood-congruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4274957","65042007","Bipolar I disorder, most recent episode mixed with postpartum onset","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4262272","35722002","Severe bipolar II disorder, most recent episode major depressive, in remission","Clinical Finding","Standard","0","1,424","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4262111","35846004","Moderate bipolar II disorder, most recent episode major depressive","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4251178","73471000","Bipolar I disorder, most recent episode mixed with catatonic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4244078","38368003","Schizoaffective disorder, bipolar type","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4220618","41836007","Bipolar disorder in full remission","Clinical Finding","Standard","0","5,054","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4220617","41832009","Severe bipolar I disorder, single manic episode with psychotic features","Clinical Finding","Standard","1,302","1,302","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4217940","81319007","Severe bipolar II disorder, most recent episode major depressive without psychotic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4215917","71984005","Mild manic bipolar I disorder","Clinical Finding","Standard","0","1,208","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4210024","55516002","Bipolar I disorder, most recent episode manic with postpartum onset","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4201739","53607008","Depressed bipolar I disorder in remission","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4200385","53049002","Severe bipolar disorder without psychotic features","Clinical Finding","Standard","0","6,290","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4197669","51637008","Chronic bipolar I disorder, most recent episode depressed","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4195158","4441000","Severe bipolar disorder with psychotic features","Clinical Finding","Standard","0","3,430","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4194222","79584002","Moderate bipolar disorder","Clinical Finding","Standard","0","1,220","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4192865","75752004","Bipolar I disorder, most recent episode depressed with melancholic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4185096","43568002","Bipolar II disorder, most recent episode major depressive with atypical features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4182998","54761006","Severe depressed bipolar I disorder with psychotic features, mood-congruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4177651","49512000","Depressed bipolar I disorder in partial remission","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4172156","48937005","Bipolar II disorder, most recent episode hypomanic","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4166701","45479006","Manic bipolar I disorder in remission","Clinical Finding","Standard","0","1,389","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4161200","371604007","Severe bipolar II disorder","Clinical Finding","Standard","0","1,424","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4155798","371600003","Severe bipolar disorder","Clinical Finding","Standard","0","12,411","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4154283","371599001","Severe bipolar I disorder","Clinical Finding","Standard","1,267","10,987","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4150985","31446002","Bipolar I disorder, most recent episode hypomanic","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4148934","30687003","Bipolar II disorder, most recent episode major depressive with postpartum onset","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4148842","3530005","Bipolar I disorder, single manic episode, in full remission","Clinical Finding","Standard","1,177","1,177","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4147991","30520009","Severe bipolar II disorder, most recent episode major depressive with psychotic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4144519","34315001","Bipolar II disorder, most recent episode major depressive with melancholic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4144175","307525004","Other manic-depressive psychos","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4141603","33380008","Severe manic bipolar I disorder with psychotic features, mood-incongruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4131027","26530004","Severe bipolar disorder with psychotic features, mood-incongruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4107538","29929003","Bipolar I disorder, most recent episode depressed with atypical features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4103266","191661005","Other and unspecified manic-depressive psychoses NOS","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4103265","191654006","Unspecified bipolar affective disorder, NOS","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4103264","191653000","Unspecified bipolar affective disorder, in full remission","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4103263","191642006","Mixed bipolar affective disorder, in partial or unspecified remission","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4103262","191635006","Bipolar affective disorder, currently depressed, NOS","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4103261","191628003","Bipolar affective disorder, currently depressed, unspecified","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4102669","191656008","Other and unspecified manic-depressive psychoses","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4102668","191651003","Unspecified bipolar affective disorder, severe, with psychosis","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4102667","191647000","Unspecified bipolar affective disorder, unspecified","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4102666","191644007","Mixed bipolar affective disorder, NOS","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4102603","28663008","Severe manic bipolar I disorder with psychotic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4100379","191660006","Other mixed manic-depressive psychoses","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4100378","191657004","Unspecified manic-depressive psychoses","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4100377","191652005","Unspecified bipolar affective disorder, in partial or unspecified remission","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4100376","191650002","Unspecified bipolar affective disorder, severe, without mention of psychosis","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4100375","191649002","Unspecified bipolar affective disorder, moderate","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4100374","191648005","Unspecified bipolar affective disorder, mild","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4100372","191637003","Mixed bipolar affective disorder, unspecified","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4098307","191646009","Unspecified bipolar affective disorder","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4098306","191633004","Bipolar affective disorder, currently depressed, in partial or unspecified remission","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4098305","191626004","Bipolar affective disorder, currently manic, NOS","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4098304","191624001","Bipolar affective disorder, currently manic, in partial or unspecified remission","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4098303","191619004","Bipolar affective disorder, currently manic, unspecified","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","4094507","26203008","Severe depressed bipolar I disorder with psychotic features, mood-incongruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4073401","17782008","Bipolar I disorder, most recent episode manic with catatonic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4071442","21900002","Bipolar I disorder, most recent episode depressed with catatonic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4051448","20960007","Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-incongruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4045263","12969000","Severe bipolar II disorder, most recent episode major depressive, in full remission","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4037669","16295005","Bipolar II disorder, most recent episode major depressive","Clinical Finding","Standard","0","1,424","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4033390","1499003","Bipolar I disorder, single manic episode with postpartum onset","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4031928","10875004","Severe mixed bipolar I disorder with psychotic features, mood-incongruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4030856","14495005","Severe bipolar I disorder, single manic episode without psychotic features","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4030102","13581000","Severe bipolar I disorder, single manic episode with psychotic features, mood-congruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4028027","13313007","Mild bipolar disorder","Clinical Finding","Standard","0","1,208","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4009648","111485001","Mixed bipolar I disorder in full remission","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4001733","1196001","Chronic bipolar II disorder, most recent episode major depressive","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","4000165","19300006","Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-congruent","Clinical Finding","Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Bipolar disorder'"">1"
"","3573259","615921000000105","Bipolar affective disorder, currently manic, in partial or unspecified remission","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3566276","530311000000107","Bipolar affective disorder, currently depressed, severe, without mention of psychosis","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3564769","613611000000108","Unspecified bipolar affective disorder, severe, without mention of psychosis","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3545072","808691000000100","Bipolar II disorder","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3545071","808681000000102","Bipolar I disorder","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3544582","790711000000100","Bipolar I disorder","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3542121","702251000000106","Other manic-depressive psychos","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3536699","623971000000101","Unspecified bipolar affective disorder, NOS","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","3536128","615951000000100","Bipolar affective disorder, currently depressed, in partial or unspecified remission","Clinical Finding","Non-Standard","0","0","Condition","SNOMED","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
