"","CONCEPT_ID","CONCEPT_NAME","STANDARD_CONCEPT","STANDARD_CONCEPT_CAPTION","INVALID_REASON","INVALID_REASON_CAPTION","CONCEPT_CODE","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID"
"213",3311994,"Drug-induced depressive state","N","Non-Standard","V","Valid","191495003","Condition","Nebraska Lexicon","Clinical Finding"
"214",3313713,"Secondary dysthymia early onset","N","Non-Standard","V","Valid","3109008","Condition","Nebraska Lexicon","Clinical Finding"
"215",3314505,"Major depressive disorder in mother complicating pregnancy","N","Non-Standard","V","Valid","10811161000119107","Condition","Nebraska Lexicon","Clinical Finding"
"216",3314811,"Seasonal affective disorder","N","Non-Standard","V","Valid","247803002","Condition","Nebraska Lexicon","Clinical Finding"
"217",3315169,"Severe major depression with psychotic features, mood-congruent","N","Non-Standard","V","Valid","33736005","Condition","Nebraska Lexicon","Clinical Finding"
"218",3316999,"Major depression with psychotic features","N","Non-Standard","V","Valid","726772006","Condition","Nebraska Lexicon","Clinical Finding"
"219",3317873,"Depressive disorder in remission","N","Non-Standard","V","Valid","698957003","Condition","Nebraska Lexicon","Clinical Finding"
"220",3320197,"Mood disorder with depressive symptoms caused by opioid","N","Non-Standard","V","Valid","762321000","Condition","Nebraska Lexicon","Clinical Finding"
"221",3322191,"Premenstrual dysphoric disorder","N","Non-Standard","V","Valid","596004","Condition","Nebraska Lexicon","Clinical Finding"
"222",3322236,"Psychotic reactive depression","N","Non-Standard","V","Valid","191676002","Condition","Nebraska Lexicon","Clinical Finding"
"223",3325377,"Recurrent major depressive disorder co-occurrent with anxiety in full remission","N","Non-Standard","V","Valid","16265061000119105","Condition","Nebraska Lexicon","Clinical Finding"
"224",3328760,"Atypical depressive disorder","N","Non-Standard","V","Valid","191659001","Condition","Nebraska Lexicon","Clinical Finding"
"225",3329608,"Recurrent major depressive disorder with melancholic features","N","Non-Standard","V","Valid","319768000","Condition","Nebraska Lexicon","Clinical Finding"
"226",3330367,"Major depression, single episode, in partial remission","N","Non-Standard","V","Valid","70747007","Condition","Nebraska Lexicon","Clinical Finding"
"227",3331143,"Major depressive disorder, single episode with atypical features","N","Non-Standard","V","Valid","42925002","Condition","Nebraska Lexicon","Clinical Finding"
"228",3334851,"Postpartum depression","N","Non-Standard","V","Valid","58703003","Condition","Nebraska Lexicon","Clinical Finding"
"229",3334937,"Recurrent major depression in remission","N","Non-Standard","V","Valid","68019004","Condition","Nebraska Lexicon","Clinical Finding"
"230",3337202,"Secondary dysthymia late onset","N","Non-Standard","V","Valid","36170009","Condition","Nebraska Lexicon","Clinical Finding"
"231",3337398,"Reactive depressive psychosis, single episode","N","Non-Standard","V","Valid","288751000119101","Condition","Nebraska Lexicon","Clinical Finding"
"232",3338199,"Recurrent moderate major depressive disorder co-occurrent with anxiety","N","Non-Standard","V","Valid","16264901000119109","Condition","Nebraska Lexicon","Clinical Finding"
"233",3338793,"Recurrent major depressive episodes, moderate","N","Non-Standard","V","Valid","191611001","Condition","Nebraska Lexicon","Clinical Finding"
"234",3339300,"Severe major depression, single episode, without psychotic features","N","Non-Standard","V","Valid","76441001","Condition","Nebraska Lexicon","Clinical Finding"
"235",3345804,"Severe major depression, single episode","N","Non-Standard","V","Valid","251000119105","Condition","Nebraska Lexicon","Clinical Finding"
"236",3348252,"Severe major depression, single episode, with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","20250007","Condition","Nebraska Lexicon","Clinical Finding"
"237",3353371,"Mild major depression, single episode","N","Non-Standard","V","Valid","79298009","Condition","Nebraska Lexicon","Clinical Finding"
"238",3354998,"Depressive conduct disorder","N","Non-Standard","V","Valid","231542000","Condition","Nebraska Lexicon","Clinical Finding"
"239",3357102,"Vascular dementia, with depressive mood","N","Non-Standard","V","Valid","14070001","Condition","Nebraska Lexicon","Clinical Finding"
"240",3358364,"Primary dysthymia late onset","N","Non-Standard","V","Valid","67711008","Condition","Nebraska Lexicon","Clinical Finding"
"241",3360574,"Major depressive disorder, single episode with catatonic features","N","Non-Standard","V","Valid","69392006","Condition","Nebraska Lexicon","Clinical Finding"
"242",3360991,"Primary dysthymia early onset","N","Non-Standard","V","Valid","38451003","Condition","Nebraska Lexicon","Clinical Finding"
"243",3365463,"Postoperative depression","N","Non-Standard","V","Valid","82218004","Condition","Nebraska Lexicon","Clinical Finding"
"244",3365652,"Minimal major depression single episode","N","Non-Standard","V","Valid","720454007","Condition","Nebraska Lexicon","Clinical Finding"
"245",3366370,"Moderately severe major depression","N","Non-Standard","V","Valid","719592004","Condition","Nebraska Lexicon","Clinical Finding"
"246",3369800,"Moderate major depressive disorder co-occurrent with anxiety single episode","N","Non-Standard","V","Valid","16266831000119100","Condition","Nebraska Lexicon","Clinical Finding"
"247",3370936,"Major depression in complete remission","N","Non-Standard","V","Valid","63412003","Condition","Nebraska Lexicon","Clinical Finding"
"248",3371321,"Severe major depression with psychotic features","N","Non-Standard","V","Valid","73867007","Condition","Nebraska Lexicon","Clinical Finding"
"249",3373534,"Recurrent major depressive disorder with catatonic features","N","Non-Standard","V","Valid","39809009","Condition","Nebraska Lexicon","Clinical Finding"
"250",3373939,"Minor depressive disorder","N","Non-Standard","V","Valid","48589009","Condition","Nebraska Lexicon","Clinical Finding"
"251",3374363,"Mood disorder with depressive symptoms caused by stimulant","N","Non-Standard","V","Valid","762329003","Condition","Nebraska Lexicon","Clinical Finding"
"252",3375213,"Moderately severe recurrent major depression","N","Non-Standard","V","Valid","720452006","Condition","Nebraska Lexicon","Clinical Finding"
"253",3375528,"Bipolar I disorder, most recent episode depressed with atypical features","N","Non-Standard","V","Valid","29929003","Condition","Nebraska Lexicon","Clinical Finding"
"254",3376903,"Recurrent major depression in complete remission","N","Non-Standard","V","Valid","46244001","Condition","Nebraska Lexicon","Clinical Finding"
"255",3379356,"Minimal depression","N","Non-Standard","V","Valid","718636001","Condition","Nebraska Lexicon","Clinical Finding"
"256",3381511,"Endogenous depression - recurrent","N","Non-Standard","V","Valid","274948002","Condition","Nebraska Lexicon","Clinical Finding"
"257",3384025,"Late onset dysthymia","N","Non-Standard","V","Valid","19694002","Condition","Nebraska Lexicon","Clinical Finding"
"258",3385936,"Severe major depressive disorder co-occurrent with anxiety single episode","N","Non-Standard","V","Valid","16266991000119108","Condition","Nebraska Lexicon","Clinical Finding"
"259",3388959,"Major depression in partial remission","N","Non-Standard","V","Valid","30605009","Condition","Nebraska Lexicon","Clinical Finding"
"260",3390691,"Masked depression","N","Non-Standard","V","Valid","231500002","Condition","Nebraska Lexicon","Clinical Finding"
"261",3392194,"Severe major depression, single episode, with psychotic features, mood-congruent","N","Non-Standard","V","Valid","77911002","Condition","Nebraska Lexicon","Clinical Finding"
"262",3394983,"Post-schizophrenic depression","N","Non-Standard","V","Valid","231485007","Condition","Nebraska Lexicon","Clinical Finding"
"263",3395458,"Chronic major depressive disorder, single episode","N","Non-Standard","V","Valid","14183003","Condition","Nebraska Lexicon","Clinical Finding"
"264",3396704,"Recurrent brief depressive disorder","N","Non-Standard","V","Valid","40568001","Condition","Nebraska Lexicon","Clinical Finding"
"265",3399213,"Primary dysthymia","N","Non-Standard","V","Valid","83176005","Condition","Nebraska Lexicon","Clinical Finding"
"266",3401558,"Recurrent major depressive episodes, severe, with psychosis","N","Non-Standard","V","Valid","191613003","Condition","Nebraska Lexicon","Clinical Finding"
"267",3401605,"Recurrent severe major depressive disorder co-occurrent with anxiety","N","Non-Standard","V","Valid","16264821000119108","Condition","Nebraska Lexicon","Clinical Finding"
"268",3403112,"Major depressive disorder, single episode with postpartum onset","N","Non-Standard","V","Valid","25922000","Condition","Nebraska Lexicon","Clinical Finding"
"269",3405847,"Endogenous depression first episode","N","Non-Standard","V","Valid","231499006","Condition","Nebraska Lexicon","Clinical Finding"
"270",3406255,"Mood disorder with depressive symptoms caused by synthetic cathinone","N","Non-Standard","V","Valid","762512002","Condition","Nebraska Lexicon","Clinical Finding"
"271",3407695,"Mild major depression","N","Non-Standard","V","Valid","87512008","Condition","Nebraska Lexicon","Clinical Finding"
"272",3408042,"Recurrent major depressive episodes, mild","N","Non-Standard","V","Valid","191610000","Condition","Nebraska Lexicon","Clinical Finding"
"273",3408131,"Psychosis and severe depression co-occurrent and due to bipolar affective disorder","N","Non-Standard","V","Valid","765176007","Condition","Nebraska Lexicon","Clinical Finding"
"274",3408712,"Schizophreniform psychosis, depressive type","N","Non-Standard","V","Valid","84760002","Condition","Nebraska Lexicon","Clinical Finding"
"275",3408889,"Major depressive disorder, single episode","N","Non-Standard","V","Valid","36923009","Condition","Nebraska Lexicon","Clinical Finding"
"276",3410323,"Mild major depressive disorder co-occurrent with anxiety single episode","N","Non-Standard","V","Valid","16265951000119109","Condition","Nebraska Lexicon","Clinical Finding"
"277",3414163,"Severe major depression without psychotic features","N","Non-Standard","V","Valid","75084000","Condition","Nebraska Lexicon","Clinical Finding"
"278",3415479,"On examination - depressed","N","Non-Standard","V","Valid","162722001","Condition","Nebraska Lexicon","Clinical Finding"
"279",3416109,"Early onset dysthymia","N","Non-Standard","V","Valid","2506003","Condition","Nebraska Lexicon","Clinical Finding"
"280",3417490,"Reactive depression","N","Non-Standard","V","Valid","87414006","Condition","Nebraska Lexicon","Clinical Finding"
"281",3417771,"Postviral depression","N","Non-Standard","V","Valid","192079006","Condition","Nebraska Lexicon","Clinical Finding"
"282",3418172,"Recurrent major depressive disorder in partial remission co-occurrent with anxiety","N","Non-Standard","V","Valid","16265301000119106","Condition","Nebraska Lexicon","Clinical Finding"
"283",3424067,"Mood disorder with mixed manic and depressive symptoms caused by alcohol","N","Non-Standard","V","Valid","723930006","Condition","Nebraska Lexicon","Clinical Finding"
"284",3519330,"Major depressive disorder","N","Non-Standard","U","Invalid","507521000000101","Condition","SNOMED","Clinical Finding"
"285",3519331,"Mild major depression","N","Non-Standard","U","Invalid","507531000000104","Condition","SNOMED","Clinical Finding"
"286",3519332,"Moderate major depression","N","Non-Standard","U","Invalid","507541000000108","Condition","SNOMED","Clinical Finding"
"287",3520673,"Single major depressive episode, unspecified","N","Non-Standard","U","Invalid","633681000000107","Condition","SNOMED","Clinical Finding"
"288",3520674,"Single major depressive episode, in partial or unspecified remission","N","Non-Standard","U","Invalid","633691000000109","Condition","SNOMED","Clinical Finding"
"289",3520675,"Single major depressive episode NOS","N","Non-Standard","U","Invalid","633701000000109","Condition","SNOMED","Clinical Finding"
"290",3520676,"Recurrent major depressive episodes, in partial or unspecified remission","N","Non-Standard","U","Invalid","633711000000106","Condition","SNOMED","Clinical Finding"
"291",3528869,"[X] Severe depressive episode with psychotic symptoms: (& single episode of [major depression] or [psychogenic depressive psychosis] or [psychotic depression] or [reactive depressive psychosis])","N","Non-Standard","U","Invalid","401761000000100","Condition","SNOMED","Clinical Finding"
"292",3528972,"[X] Depression: [other episodes] or [atypical] or [single episode masked NOS]","N","Non-Standard","U","Invalid","419311000000100","Condition","SNOMED","Clinical Finding"
"293",3529029,"[X]Recurrent depressive disorder (& [episodes of depressive reaction] or [episodes of psychogenic depression] or [episodes of reactive depression] or [seasonal depressive disorder])","N","Non-Standard","U","Invalid","431821000000108","Condition","SNOMED","Clinical Finding"
"294",3529170,"[X] Depression recurrent: [unspecified] or [monopolar NOS]","N","Non-Standard","U","Invalid","455421000000106","Condition","SNOMED","Clinical Finding"
"295",3529911,"Severe major depression without psychotic features","N","Non-Standard","U","Invalid","507851000000109","Condition","SNOMED","Clinical Finding"
"296",3529912,"Severe major depression with psychotic features","N","Non-Standard","U","Invalid","507861000000107","Condition","SNOMED","Clinical Finding"
"297",3530008,"Severe major depression without psychotic features","N","Non-Standard","U","Invalid","509781000000103","Condition","SNOMED","Clinical Finding"
"298",3530009,"Severe major depression with psychotic features","N","Non-Standard","U","Invalid","509791000000101","Condition","SNOMED","Clinical Finding"
"299",3530033,"Mild major depression","N","Non-Standard","U","Invalid","510371000000107","Condition","SNOMED","Clinical Finding"
"300",3530034,"Moderate major depression","N","Non-Standard","U","Invalid","510381000000109","Condition","SNOMED","Clinical Finding"
"301",3530384,"Premenstrual dysphoric disorder","N","Non-Standard","U","Invalid","522301000000106","Condition","SNOMED","Clinical Finding"
"302",3530714,"Recurrent major depressive episodes, severe, without mention of psychosis","N","Non-Standard","U","Invalid","530291000000106","Condition","SNOMED","Clinical Finding"
"303",3536127,"Bipolar affective disorder, currently depressed, unspecified","N","Non-Standard","U","Invalid","615941000000103","Condition","SNOMED","Clinical Finding"
"304",3536128,"Bipolar affective disorder, currently depressed, in partial or unspecified remission","N","Non-Standard","U","Invalid","615951000000100","Condition","SNOMED","Clinical Finding"
"305",3542484,"Premenstrual dysphoric disorder","N","Non-Standard","U","Invalid","707781000000108","Condition","SNOMED","Clinical Finding"
"306",3543596,"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission","N","Non-Standard","U","Invalid","758021000000102","Condition","SNOMED","Clinical Finding"
"307",3545074,"Antenatal depression","N","Non-Standard","U","Invalid","808721000000109","Condition","SNOMED","Clinical Finding"
"308",3563107,"Single major depressive episode, severe, without mention of psychosis","N","Non-Standard","U","Invalid","530281000000109","Condition","SNOMED","Clinical Finding"
"309",3566276,"Bipolar affective disorder, currently depressed, severe, without mention of psychosis","N","Non-Standard","U","Invalid","530311000000107","Condition","SNOMED","Clinical Finding"
"310",3573776,"Single major depressive episode, severe, with psychosis, psychosis in remission","N","Non-Standard","U","Invalid","758011000000108","Condition","SNOMED","Clinical Finding"
"311",3654788,"Mood disorder with depressive symptoms caused by amphetamine and amphetamine derivative","S","Standard","V","Valid","838530009","Condition","SNOMED","Clinical Finding"
"312",4025677,"Single episode of major depression in full remission","S","Standard","V","Valid","19527009","Condition","SNOMED","Clinical Finding"
"313",4031328,"Chronic major depressive disorder, single episode","S","Standard","V","Valid","14183003","Condition","SNOMED","Clinical Finding"
"314",4034842,"Severe recurrent major depression with psychotic features, mood-incongruent","S","Standard","V","Valid","15193003","Condition","SNOMED","Clinical Finding"
"315",4038252,"O/E - depressed","S","Standard","V","Valid","162722001","Condition","SNOMED","Clinical Finding"
"316",4049623,"Moderate major depression, single episode","S","Standard","V","Valid","15639000","Condition","SNOMED","Clinical Finding"
"317",4057218,"Late onset dysthymia","S","Standard","V","Valid","19694002","Condition","SNOMED","Clinical Finding"
"318",4067409,"Severe major depression, single episode, with psychotic features, mood-incongruent","S","Standard","V","Valid","20250007","Condition","SNOMED","Clinical Finding"
"319",4077577,"Moderate recurrent major depression","S","Standard","V","Valid","18818009","Condition","SNOMED","Clinical Finding"
"320",4092239,"Seasonal affective disorder","S","Standard","V","Valid","247803002","Condition","SNOMED","Clinical Finding"
"321",4093584,"Major depressive disorder, single episode with postpartum onset","S","Standard","V","Valid","25922000","Condition","SNOMED","Clinical Finding"
"322",4094358,"Chronic recurrent major depressive disorder","S","Standard","V","Valid","2618002","Condition","SNOMED","Clinical Finding"
"323",4096229,"Early onset dysthymia","S","Standard","V","Valid","2506003","Condition","SNOMED","Clinical Finding"
"324",4098301,"Recurrent major depressive episodes, in partial or unspecified remission","N","Non-Standard","U","Invalid","191614009","Condition","SNOMED","Clinical Finding"
"325",4098302,"Recurrent depression","S","Standard","V","Valid","191616006","Condition","SNOMED","Clinical Finding"
"326",4098306,"Bipolar affective disorder, currently depressed, in partial or unspecified remission","N","Non-Standard","U","Invalid","191633004","Condition","SNOMED","Clinical Finding"
"327",4100371,"Single major depressive episode NOS","N","Non-Standard","U","Invalid","191607007","Condition","SNOMED","Clinical Finding"
"328",4102664,"Single major depressive episode, in partial or unspecified remission","N","Non-Standard","U","Invalid","191605004","Condition","SNOMED","Clinical Finding"
"329",4102665,"Recurrent major depressive episode NOS","N","Non-Standard","U","Invalid","191617002","Condition","SNOMED","Clinical Finding"
"330",4102973,"Postviral depression","S","Standard","V","Valid","192079006","Condition","SNOMED","Clinical Finding"
"331",4103126,"Drug-induced depressive state","S","Standard","V","Valid","191495003","Condition","SNOMED","Clinical Finding"
"332",4103260,"Recurrent major depressive episodes, unspecified","N","Non-Standard","U","Invalid","191609005","Condition","SNOMED","Clinical Finding"
"333",4103261,"Bipolar affective disorder, currently depressed, unspecified","N","Non-Standard","U","Invalid","191628003","Condition","SNOMED","Clinical Finding"
"334",4103262,"Bipolar affective disorder, currently depressed, NOS","N","Non-Standard","U","Invalid","191635006","Condition","SNOMED","Clinical Finding"
"335",4103573,"Depressive disorder NEC","N","Non-Standard","U","Invalid","192078003","Condition","SNOMED","Clinical Finding"
"336",4103574,"Chronic depression","S","Standard","V","Valid","192080009","Condition","SNOMED","Clinical Finding"
"337",4107538,"Bipolar I disorder, most recent episode depressed with atypical features","S","Standard","V","Valid","29929003","Condition","SNOMED","Clinical Finding"
"338",4114950,"Endogenous depression","S","Standard","V","Valid","300706003","Condition","SNOMED","Clinical Finding"
"339",4129184,"Severe postnatal depression","S","Standard","V","Valid","237350002","Condition","SNOMED","Clinical Finding"
"340",4129842,"Mild postnatal depression","S","Standard","V","Valid","237349002","Condition","SNOMED","Clinical Finding"
"341",4133073,"Maternity blues","S","Standard","V","Valid","279225001","Condition","SNOMED","Clinical Finding"
"342",4141235,"Depression NOS","N","Non-Standard","U","Invalid","307537002","Condition","SNOMED","Clinical Finding"
"343",4141292,"Severe recurrent major depression with psychotic features, mood-congruent","S","Standard","V","Valid","33078009","Condition","SNOMED","Clinical Finding"
"344",4141454,"Recurrent major depression in partial remission","S","Standard","V","Valid","33135002","Condition","SNOMED","Clinical Finding"
"345",4144233,"Severe major depression with psychotic features, mood-congruent","S","Standard","V","Valid","33736005","Condition","SNOMED","Clinical Finding"
"346",4145216,"Premenstrual dysphoric disorder in remission","S","Standard","V","Valid","426578000","Condition","SNOMED","Clinical Finding"
"347",4148630,"Major depression in partial remission","S","Standard","V","Valid","30605009","Condition","SNOMED","Clinical Finding"
"348",4149320,"Mild depression","S","Standard","V","Valid","310495003","Condition","SNOMED","Clinical Finding"
"349",4149321,"Severe depression","S","Standard","V","Valid","310497006","Condition","SNOMED","Clinical Finding"
"350",4150047,"Secondary dysthymia early onset","S","Standard","V","Valid","3109008","Condition","SNOMED","Clinical Finding"
"351",4151170,"Moderate depression","S","Standard","V","Valid","310496002","Condition","SNOMED","Clinical Finding"
"352",4152280,"Major depressive disorder","S","Standard","V","Valid","370143000","Condition","SNOMED","Clinical Finding"
"353",4154309,"Severe recurrent major depression with psychotic features","S","Standard","V","Valid","28475009","Condition","SNOMED","Clinical Finding"
"354",4154391,"Major depression, melancholic type","S","Standard","V","Valid","320751009","Condition","SNOMED","Clinical Finding"
"355",4154805,"Involutional depression","S","Standard","V","Valid","321717001","Condition","SNOMED","Clinical Finding"
"356",4168858,"Endogenous depression - recurrent","S","Standard","V","Valid","274948002","Condition","SNOMED","Clinical Finding"
"357",4174987,"Minor depressive disorder","S","Standard","V","Valid","48589009","Condition","SNOMED","Clinical Finding"
"358",4176002,"Major depression in remission","S","Standard","V","Valid","42810003","Condition","SNOMED","Clinical Finding"
"359",4181807,"Major depressive disorder, single episode with atypical features","S","Standard","V","Valid","42925002","Condition","SNOMED","Clinical Finding"
"360",4195572,"Mild major depression, single episode","S","Standard","V","Valid","79298009","Condition","SNOMED","Clinical Finding"
"361",4195680,"Primary dysthymia late onset","S","Standard","V","Valid","67711008","Condition","SNOMED","Clinical Finding"
"362",4197222,"Stuporous depression","S","Standard","V","Valid","79842004","Condition","SNOMED","Clinical Finding"
"363",4205471,"Recurrent major depressive disorder with melancholic features","S","Standard","V","Valid","319768000","Condition","SNOMED","Clinical Finding"
"364",4220023,"Recurrent major depressive disorder with catatonic features","S","Standard","V","Valid","39809009","Condition","SNOMED","Clinical Finding"
"365",4223090,"Menopausal depression","S","Standard","V","Valid","84788008","Condition","SNOMED","Clinical Finding"
"366",4224639,"Secondary dysthymia","S","Standard","V","Valid","85080004","Condition","SNOMED","Clinical Finding"
"367",4224940,"Schizoaffective disorder, depressive type","S","Standard","V","Valid","84760002","Condition","SNOMED","Clinical Finding"
"368",4226155,"Recurrent brief depressive disorder","S","Standard","V","Valid","40568001","Condition","SNOMED","Clinical Finding"
"369",4228802,"Mild recurrent major depression","S","Standard","V","Valid","40379007","Condition","SNOMED","Clinical Finding"
"370",4239471,"Postpartum depression","S","Standard","V","Valid","58703003","Condition","SNOMED","Clinical Finding"
"371",4242733,"Premenstrual dysphoric disorder","S","Standard","V","Valid","596004","Condition","SNOMED","Clinical Finding"
"372",4243308,"Primary dysthymia early onset","S","Standard","V","Valid","38451003","Condition","SNOMED","Clinical Finding"
"373",4243822,"Severe major depression with psychotic features, mood-incongruent","S","Standard","V","Valid","60099002","Condition","SNOMED","Clinical Finding"
"374",4250023,"Severe major depression with psychotic features","S","Standard","V","Valid","73867007","Condition","SNOMED","Clinical Finding"
"375",4263748,"Recurrent major depression in full remission","S","Standard","V","Valid","46244001","Condition","SNOMED","Clinical Finding"
"376",4263770,"Secondary dysthymia late onset","S","Standard","V","Valid","36170009","Condition","SNOMED","Clinical Finding"
"377",4269493,"Major depression in full remission","S","Standard","V","Valid","63412003","Condition","SNOMED","Clinical Finding"
"378",4270907,"Major depressive disorder, single episode with melancholic features","S","Standard","V","Valid","63778009","Condition","SNOMED","Clinical Finding"
"379",4282096,"Major depression, single episode","S","Standard","V","Valid","36923009","Condition","SNOMED","Clinical Finding"
"380",4282316,"Recurrent major depression","S","Standard","V","Valid","66344007","Condition","SNOMED","Clinical Finding"
"381",4287238,"Major depressive disorder, single episode with catatonic features","S","Standard","V","Valid","69392006","Condition","SNOMED","Clinical Finding"
"382",4299785,"Severe major depression, single episode, with psychotic features, mood-congruent","S","Standard","V","Valid","77911002","Condition","SNOMED","Clinical Finding"
"383",4304140,"Recurrent major depressive disorder with atypical features","S","Standard","V","Valid","38694004","Condition","SNOMED","Clinical Finding"
"384",4305966,"Postoperative depression","S","Standard","V","Valid","82218004","Condition","SNOMED","Clinical Finding"
"385",4307111,"Moderate major depression","S","Standard","V","Valid","832007","Condition","SNOMED","Clinical Finding"
"386",4307951,"Primary dysthymia","S","Standard","V","Valid","83176005","Condition","SNOMED","Clinical Finding"
"387",4308866,"Agitated depression","S","Standard","V","Valid","83458005","Condition","SNOMED","Clinical Finding"
"388",4314692,"Reactive depression (situational)","S","Standard","V","Valid","87414006","Condition","SNOMED","Clinical Finding"
"389",4323418,"Major depression single episode, in partial remission","S","Standard","V","Valid","70747007","Condition","SNOMED","Clinical Finding"
"390",4324959,"Recurrent major depressive disorder with postpartum onset","S","Standard","V","Valid","71336009","Condition","SNOMED","Clinical Finding"
"391",4327337,"Severe major depression without psychotic features","S","Standard","V","Valid","75084000","Condition","SNOMED","Clinical Finding"
"392",4332994,"Post-schizophrenic depression","S","Standard","V","Valid","231485007","Condition","SNOMED","Clinical Finding"
"393",4333679,"Endogenous depression first episode","S","Standard","V","Valid","231499006","Condition","SNOMED","Clinical Finding"
"394",4333687,"Depressive conduct disorder","S","Standard","V","Valid","231542000","Condition","SNOMED","Clinical Finding"
"395",4336957,"Mild major depression","S","Standard","V","Valid","87512008","Condition","SNOMED","Clinical Finding"
"396",4336980,"Generalized neuromuscular exhaustion syndrome","S","Standard","V","Valid","87842000","Condition","SNOMED","Clinical Finding"
"397",4338029,"Masked depression","S","Standard","V","Valid","231500002","Condition","SNOMED","Clinical Finding"
"398",4338031,"Mixed anxiety and depressive disorder","S","Standard","V","Valid","231504006","Condition","SNOMED","Clinical Finding"
"399",35207137,"Schizoaffective disorder, depressive type","N","Non-Standard","V","Valid","F25.1","Condition","ICD10CM","4-char billing code"
"400",35207147,"Bipolar disorder, current episode depressed, severe, without psychotic features","N","Non-Standard","V","Valid","F31.4","Condition","ICD10CM","4-char billing code"
"401",35207148,"Bipolar disorder, current episode depressed, severe, with psychotic features","N","Non-Standard","V","Valid","F31.5","Condition","ICD10CM","4-char billing code"
"402",35207150,"Major depressive disorder, single episode, mild","N","Non-Standard","V","Valid","F32.0","Condition","ICD10CM","4-char billing code"
"403",35207151,"Major depressive disorder, single episode, moderate","N","Non-Standard","V","Valid","F32.1","Condition","ICD10CM","4-char billing code"
"404",35207152,"Major depressive disorder, single episode, severe without psychotic features","N","Non-Standard","V","Valid","F32.2","Condition","ICD10CM","4-char billing code"
"405",35207153,"Major depressive disorder, single episode, severe with psychotic features","N","Non-Standard","V","Valid","F32.3","Condition","ICD10CM","4-char billing code"
"406",35207154,"Other depressive episodes","N","Non-Standard","V","Valid","F32.8","Condition","ICD10CM","4-char nonbill code"
"407",35207155,"Major depressive disorder, single episode, unspecified","N","Non-Standard","V","Valid","F32.9","Condition","ICD10CM","4-char billing code"
"408",35207156,"Major depressive disorder, recurrent, mild","N","Non-Standard","V","Valid","F33.0","Condition","ICD10CM","4-char billing code"
"409",35207157,"Major depressive disorder, recurrent, moderate","N","Non-Standard","V","Valid","F33.1","Condition","ICD10CM","4-char billing code"
"410",35207158,"Major depressive disorder, recurrent severe without psychotic features","N","Non-Standard","V","Valid","F33.2","Condition","ICD10CM","4-char billing code"
"411",35207159,"Major depressive disorder, recurrent, severe with psychotic symptoms","N","Non-Standard","V","Valid","F33.3","Condition","ICD10CM","4-char billing code"
"412",35207160,"Other recurrent depressive disorders","N","Non-Standard","V","Valid","F33.8","Condition","ICD10CM","4-char billing code"
"413",35207161,"Major depressive disorder, recurrent, unspecified","N","Non-Standard","V","Valid","F33.9","Condition","ICD10CM","4-char billing code"
"414",35207163,"Dysthymic disorder","N","Non-Standard","V","Valid","F34.1","Condition","ICD10CM","4-char billing code"
"415",35609824,"Recurrent reactive depressive episodes, severe, with psychosis","S","Standard","V","Valid","1086471000000103","Condition","SNOMED","Clinical Finding"
"416",35609842,"Reactive depression, prolonged single episode","S","Standard","V","Valid","1086661000000108","Condition","SNOMED","Clinical Finding"
"417",35609843,"Reactive depression, single episode","S","Standard","V","Valid","1086671000000101","Condition","SNOMED","Clinical Finding"
"418",35609844,"Reactive depression, recurrent","S","Standard","V","Valid","1086681000000104","Condition","SNOMED","Clinical Finding"
"419",35609845,"Reactive depression, first episode","S","Standard","V","Valid","1086691000000102","Condition","SNOMED","Clinical Finding"
"420",35610097,"Recurrent depression with current severe episode and psychotic features","S","Standard","V","Valid","1089511000000100","Condition","SNOMED","Clinical Finding"
"421",35610108,"Recurrent depression with current severe episode without psychotic features","S","Standard","V","Valid","1089631000000109","Condition","SNOMED","Clinical Finding"
"422",35610109,"Recurrent depression with current moderate episode","S","Standard","V","Valid","1089641000000100","Condition","SNOMED","Clinical Finding"
"423",35615151,"Recurrent mild major depressive disorder co-occurrent with anxiety","S","Standard","V","Valid","16264621000119109","Condition","SNOMED","Clinical Finding"
"424",35615152,"Recurrent severe major depressive disorder co-occurrent with anxiety","S","Standard","V","Valid","16264821000119108","Condition","SNOMED","Clinical Finding"
"425",35615153,"Recurrent moderate major depressive disorder co-occurrent with anxiety","S","Standard","V","Valid","16264901000119109","Condition","SNOMED","Clinical Finding"
"426",35615154,"Recurrent major depressive disorder co-occurrent with anxiety in full remission","S","Standard","V","Valid","16265061000119105","Condition","SNOMED","Clinical Finding"
"427",35615155,"Recurrent major depressive disorder in partial remission co-occurrent with anxiety","S","Standard","V","Valid","16265301000119106","Condition","SNOMED","Clinical Finding"
"428",35622934,"Psychosis and severe depression co-occurrent and due to bipolar affective disorder","S","Standard","V","Valid","765176007","Condition","SNOMED","Clinical Finding"
"429",36712668,"Perinatal depression","S","Standard","V","Valid","10211000132109","Condition","SNOMED","Clinical Finding"
"430",36713698,"Minimal depression","S","Standard","V","Valid","718636001","Condition","SNOMED","Clinical Finding"
"431",36714389,"Moderately severe major depression","S","Standard","V","Valid","719592004","Condition","SNOMED","Clinical Finding"
"432",36714997,"Minimal recurrent major depression","S","Standard","V","Valid","720451004","Condition","SNOMED","Clinical Finding"
