"","CONCEPT_ID","CONCEPT_NAME","STANDARD_CONCEPT","STANDARD_CONCEPT_CAPTION","INVALID_REASON","INVALID_REASON_CAPTION","CONCEPT_CODE","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","VALID_START_DATE","VALID_END_DATE"
"182",3255154,"Chronic recurrent major depressive disorder","N","Non-Standard","V","Valid","2618002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"183",3257539,"Minimal recurrent major depression","N","Non-Standard","V","Valid","720451004","Condition","Nebraska Lexicon","Clinical Finding",1485820800000,4102358400000
"184",3257981,"Endogenous depression","N","Non-Standard","V","Valid","300706003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"185",3258175,"Recurrent major depression in partial remission","N","Non-Standard","V","Valid","33135002","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"186",3259451,"Major depression, in remission","N","Non-Standard","V","Valid","42810003","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"187",3259996,"Severe major depression with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","60099002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"188",3260658,"Mood disorder with depressive symptoms caused by dissociative drug","N","Non-Standard","V","Valid","762345001","Condition","Nebraska Lexicon","Clinical Finding",1517356800000,4102358400000
"189",3261258,"Severe recurrent major depression","N","Non-Standard","V","Valid","281000119103","Condition","Nebraska Lexicon","Clinical Finding",1375228800000,4102358400000
"190",3262650,"Severe major depression","N","Non-Standard","V","Valid","450714000","Condition","Nebraska Lexicon","Clinical Finding",1343692800000,4102358400000
"191",3264031,"Major depression, melancholic type","N","Non-Standard","V","Valid","320751009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"192",3264745,"Bipolar affective disorder, currently depressed, moderate","N","Non-Standard","V","Valid","191630001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"193",3265406,"Minimal major depression","N","Non-Standard","V","Valid","720455008","Condition","Nebraska Lexicon","Clinical Finding",1485820800000,4102358400000
"194",3267271,"Severe recurrent major depression without psychotic features","N","Non-Standard","V","Valid","36474008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"195",3268569,"Generalised neuromuscular exhaustion syndrome","N","Non-Standard","V","Valid","87842000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"196",3271585,"Recurrent major depressive episodes","N","Non-Standard","V","Valid","268621008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"197",3271940,"Mood disorder with depressive symptoms caused by hallucinogen","N","Non-Standard","V","Valid","762336002","Condition","Nebraska Lexicon","Clinical Finding",1517356800000,4102358400000
"198",3272611,"Severe postnatal depression","N","Non-Standard","V","Valid","237350002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"199",3274335,"Postmenopausal depression","N","Non-Standard","V","Valid","84788008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"200",3275617,"Acute depression","N","Non-Standard","V","Valid","712823008","Condition","Nebraska Lexicon","Clinical Finding",1454198400000,4102358400000
"201",3276000,"Major depressive disorder in mother complicating childbirth","N","Non-Standard","V","Valid","10811121000119102","Condition","Nebraska Lexicon","Clinical Finding",1406764800000,4102358400000
"202",3278473,"Mood disorder with depressive symptoms caused by volatile inhalant","N","Non-Standard","V","Valid","762339009","Condition","Nebraska Lexicon","Clinical Finding",1517356800000,4102358400000
"203",3282050,"Premenstrual dysphoric disorder in remission","N","Non-Standard","V","Valid","426578000","Condition","Nebraska Lexicon","Clinical Finding",1.18584e+12,4102358400000
"204",3291404,"Moderately severe major depression single episode","N","Non-Standard","V","Valid","720453001","Condition","Nebraska Lexicon","Clinical Finding",1485820800000,4102358400000
"205",3291745,"Severe depression","N","Non-Standard","V","Valid","310497006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"206",3296749,"Agitated depression","N","Non-Standard","V","Valid","83458005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"207",3299096,"Major depressive disorder","N","Non-Standard","V","Valid","370143000","Condition","Nebraska Lexicon","Clinical Finding",1028073600000,4102358400000
"208",3299169,"Severe recurrent major depression with psychotic features, mood-congruent","N","Non-Standard","V","Valid","33078009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"209",3300282,"Recurrent mild major depressive disorder co-occurrent with anxiety","N","Non-Standard","V","Valid","16264621000119109","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"210",3301596,"Severe seasonal affective disorder","N","Non-Standard","V","Valid","133121000119109","Condition","Nebraska Lexicon","Clinical Finding",1391126400000,4102358400000
"211",3302676,"Moderately severe depression","N","Non-Standard","V","Valid","719593009","Condition","Nebraska Lexicon","Clinical Finding",1485820800000,4102358400000
"212",3303720,"Mild recurrent major depression","N","Non-Standard","V","Valid","40379007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"213",3307096,"Stuporous depression","N","Non-Standard","V","Valid","79842004","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"214",3308445,"Moderate major depression, single episode","N","Non-Standard","V","Valid","15639000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"215",3308740,"Involutional depression","N","Non-Standard","V","Valid","321717001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"216",3309255,"Bipolar affective disorder, currently depressed, mild","N","Non-Standard","V","Valid","191629006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"217",3311994,"Drug-induced depressive state","N","Non-Standard","V","Valid","191495003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"218",3313713,"Secondary dysthymia early onset","N","Non-Standard","V","Valid","3109008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"219",3314505,"Major depressive disorder in mother complicating pregnancy","N","Non-Standard","V","Valid","10811161000119107","Condition","Nebraska Lexicon","Clinical Finding",1406764800000,4102358400000
"220",3314811,"Seasonal affective disorder","N","Non-Standard","V","Valid","247803002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"221",3315169,"Severe major depression with psychotic features, mood-congruent","N","Non-Standard","V","Valid","33736005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"222",3316999,"Major depression with psychotic features","N","Non-Standard","V","Valid","726772006","Condition","Nebraska Lexicon","Clinical Finding",1501459200000,4102358400000
"223",3317873,"Depressive disorder in remission","N","Non-Standard","V","Valid","698957003","Condition","Nebraska Lexicon","Clinical Finding",1391126400000,4102358400000
"224",3320197,"Mood disorder with depressive symptoms caused by opioid","N","Non-Standard","V","Valid","762321000","Condition","Nebraska Lexicon","Clinical Finding",1517356800000,4102358400000
"225",3322191,"Premenstrual dysphoric disorder","N","Non-Standard","V","Valid","596004","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"226",3322236,"Psychotic reactive depression","N","Non-Standard","V","Valid","191676002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"227",3325377,"Recurrent major depressive disorder co-occurrent with anxiety in full remission","N","Non-Standard","V","Valid","16265061000119105","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"228",3328760,"Atypical depressive disorder","N","Non-Standard","V","Valid","191659001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"229",3329608,"Recurrent major depressive disorder with melancholic features","N","Non-Standard","V","Valid","319768000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"230",3330367,"Major depression, single episode, in partial remission","N","Non-Standard","V","Valid","70747007","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"231",3331143,"Major depressive disorder, single episode with atypical features","N","Non-Standard","V","Valid","42925002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"232",3334851,"Postpartum depression","N","Non-Standard","V","Valid","58703003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"233",3334937,"Recurrent major depression in remission","N","Non-Standard","V","Valid","68019004","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"234",3337202,"Secondary dysthymia late onset","N","Non-Standard","V","Valid","36170009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"235",3337398,"Reactive depressive psychosis, single episode","N","Non-Standard","V","Valid","288751000119101","Condition","Nebraska Lexicon","Clinical Finding",1359590400000,4102358400000
"236",3338199,"Recurrent moderate major depressive disorder co-occurrent with anxiety","N","Non-Standard","V","Valid","16264901000119109","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"237",3338793,"Recurrent major depressive episodes, moderate","N","Non-Standard","V","Valid","191611001","Condition","Nebraska Lexicon","Clinical Finding",1.154304e+12,4102358400000
"238",3339300,"Severe major depression, single episode, without psychotic features","N","Non-Standard","V","Valid","76441001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"239",3345804,"Severe major depression, single episode","N","Non-Standard","V","Valid","251000119105","Condition","Nebraska Lexicon","Clinical Finding",1343692800000,4102358400000
"240",3348252,"Severe major depression, single episode, with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","20250007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"241",3353371,"Mild major depression, single episode","N","Non-Standard","V","Valid","79298009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"242",3354998,"Depressive conduct disorder","N","Non-Standard","V","Valid","231542000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"243",3357102,"Vascular dementia, with depressive mood","N","Non-Standard","V","Valid","14070001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"244",3358364,"Primary dysthymia late onset","N","Non-Standard","V","Valid","67711008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"245",3360574,"Major depressive disorder, single episode with catatonic features","N","Non-Standard","V","Valid","69392006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"246",3360991,"Primary dysthymia early onset","N","Non-Standard","V","Valid","38451003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"247",3365463,"Postoperative depression","N","Non-Standard","V","Valid","82218004","Condition","Nebraska Lexicon","Clinical Finding",1201737600000,4102358400000
"248",3365652,"Minimal major depression single episode","N","Non-Standard","V","Valid","720454007","Condition","Nebraska Lexicon","Clinical Finding",1485820800000,4102358400000
"249",3366370,"Moderately severe major depression","N","Non-Standard","V","Valid","719592004","Condition","Nebraska Lexicon","Clinical Finding",1485820800000,4102358400000
"250",3369800,"Moderate major depressive disorder co-occurrent with anxiety single episode","N","Non-Standard","V","Valid","16266831000119100","Condition","Nebraska Lexicon","Clinical Finding",1501459200000,4102358400000
"251",3370936,"Major depression in complete remission","N","Non-Standard","V","Valid","63412003","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"252",3371321,"Severe major depression with psychotic features","N","Non-Standard","V","Valid","73867007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"253",3373534,"Recurrent major depressive disorder with catatonic features","N","Non-Standard","V","Valid","39809009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"254",3373939,"Minor depressive disorder","N","Non-Standard","V","Valid","48589009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"255",3374363,"Mood disorder with depressive symptoms caused by stimulant","N","Non-Standard","V","Valid","762329003","Condition","Nebraska Lexicon","Clinical Finding",1517356800000,4102358400000
"256",3375213,"Moderately severe recurrent major depression","N","Non-Standard","V","Valid","720452006","Condition","Nebraska Lexicon","Clinical Finding",1485820800000,4102358400000
"257",3375528,"Bipolar I disorder, most recent episode depressed with atypical features","N","Non-Standard","V","Valid","29929003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"258",3376903,"Recurrent major depression in complete remission","N","Non-Standard","V","Valid","46244001","Condition","Nebraska Lexicon","Clinical Finding",1.122768e+12,4102358400000
"259",3379356,"Minimal depression","N","Non-Standard","V","Valid","718636001","Condition","Nebraska Lexicon","Clinical Finding",1485820800000,4102358400000
"260",3381511,"Endogenous depression - recurrent","N","Non-Standard","V","Valid","274948002","Condition","Nebraska Lexicon","Clinical Finding",1.122768e+12,4102358400000
"261",3384025,"Late onset dysthymia","N","Non-Standard","V","Valid","19694002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"262",3385936,"Severe major depressive disorder co-occurrent with anxiety single episode","N","Non-Standard","V","Valid","16266991000119108","Condition","Nebraska Lexicon","Clinical Finding",1501459200000,4102358400000
"263",3388959,"Major depression in partial remission","N","Non-Standard","V","Valid","30605009","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"264",3390691,"Masked depression","N","Non-Standard","V","Valid","231500002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"265",3392194,"Severe major depression, single episode, with psychotic features, mood-congruent","N","Non-Standard","V","Valid","77911002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"266",3394983,"Post-schizophrenic depression","N","Non-Standard","V","Valid","231485007","Condition","Nebraska Lexicon","Clinical Finding",1028073600000,4102358400000
"267",3395458,"Chronic major depressive disorder, single episode","N","Non-Standard","V","Valid","14183003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"268",3396704,"Recurrent brief depressive disorder","N","Non-Standard","V","Valid","40568001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"269",3399213,"Primary dysthymia","N","Non-Standard","V","Valid","83176005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"270",3401558,"Recurrent major depressive episodes, severe, with psychosis","N","Non-Standard","V","Valid","191613003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"271",3401605,"Recurrent severe major depressive disorder co-occurrent with anxiety","N","Non-Standard","V","Valid","16264821000119108","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"272",3403112,"Major depressive disorder, single episode with postpartum onset","N","Non-Standard","V","Valid","25922000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"273",3405847,"Endogenous depression first episode","N","Non-Standard","V","Valid","231499006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"274",3406255,"Mood disorder with depressive symptoms caused by synthetic cathinone","N","Non-Standard","V","Valid","762512002","Condition","Nebraska Lexicon","Clinical Finding",1517356800000,4102358400000
"275",3407695,"Mild major depression","N","Non-Standard","V","Valid","87512008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"276",3408042,"Recurrent major depressive episodes, mild","N","Non-Standard","V","Valid","191610000","Condition","Nebraska Lexicon","Clinical Finding",1.154304e+12,4102358400000
"277",3408131,"Psychosis and severe depression co-occurrent and due to bipolar affective disorder","N","Non-Standard","V","Valid","765176007","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"278",3408712,"Schizophreniform psychosis, depressive type","N","Non-Standard","V","Valid","84760002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"279",3408889,"Major depressive disorder, single episode","N","Non-Standard","V","Valid","36923009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"280",3410323,"Mild major depressive disorder co-occurrent with anxiety single episode","N","Non-Standard","V","Valid","16265951000119109","Condition","Nebraska Lexicon","Clinical Finding",1501459200000,4102358400000
"281",3414163,"Severe major depression without psychotic features","N","Non-Standard","V","Valid","75084000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"282",3416109,"Early onset dysthymia","N","Non-Standard","V","Valid","2506003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"283",3417490,"Reactive depression","N","Non-Standard","V","Valid","87414006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"284",3417771,"Postviral depression","N","Non-Standard","V","Valid","192079006","Condition","Nebraska Lexicon","Clinical Finding",1028073600000,4102358400000
"285",3418172,"Recurrent major depressive disorder in partial remission co-occurrent with anxiety","N","Non-Standard","V","Valid","16265301000119106","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"286",3424067,"Mood disorder with mixed manic and depressive symptoms caused by alcohol","N","Non-Standard","V","Valid","723930006","Condition","Nebraska Lexicon","Clinical Finding",1501459200000,4102358400000
"287",3519330,"Major depressive disorder","N","Non-Standard","U","Invalid","507521000000101","Condition","SNOMED","Clinical Finding",0,1254355200000
"288",3519331,"Mild major depression","N","Non-Standard","U","Invalid","507531000000104","Condition","SNOMED","Clinical Finding",0,1254355200000
"289",3519332,"Moderate major depression","N","Non-Standard","U","Invalid","507541000000108","Condition","SNOMED","Clinical Finding",0,1254355200000
"290",3520673,"Single major depressive episode, unspecified","N","Non-Standard","U","Invalid","633681000000107","Condition","SNOMED","Clinical Finding",1.27008e+12,1333238400000
"291",3520674,"Single major depressive episode, in partial or unspecified remission","N","Non-Standard","U","Invalid","633691000000109","Condition","SNOMED","Clinical Finding",1.27008e+12,1.301616e+12
"292",3520675,"Single major depressive episode NOS","N","Non-Standard","U","Invalid","633701000000109","Condition","SNOMED","Clinical Finding",1.27008e+12,1333238400000
"293",3520676,"Recurrent major depressive episodes, in partial or unspecified remission","N","Non-Standard","U","Invalid","633711000000106","Condition","SNOMED","Clinical Finding",1.27008e+12,1.301616e+12
"294",3528869,"[X] Severe depressive episode with psychotic symptoms: (& single episode of [major depression] or [psychogenic depressive psychosis] or [psychotic depression] or [reactive depressive psychosis])","N","Non-Standard","D","Invalid","401761000000100","Condition","SNOMED","Clinical Finding",0,1.238544e+12
"295",3528972,"[X] Depression: [other episodes] or [atypical] or [single episode masked NOS]","N","Non-Standard","D","Invalid","419311000000100","Condition","SNOMED","Clinical Finding",0,1.238544e+12
"296",3529029,"[X]Recurrent depressive disorder (& [episodes of depressive reaction] or [episodes of psychogenic depression] or [episodes of reactive depression] or [seasonal depressive disorder])","N","Non-Standard","D","Invalid","431821000000108","Condition","SNOMED","Clinical Finding",0,1.238544e+12
"297",3529170,"[X] Depression recurrent: [unspecified] or [monopolar NOS]","N","Non-Standard","D","Invalid","455421000000106","Condition","SNOMED","Clinical Finding",0,1.238544e+12
"298",3529911,"Severe major depression without psychotic features","N","Non-Standard","U","Invalid","507851000000109","Condition","SNOMED","Clinical Finding",0,1254355200000
"299",3529912,"Severe major depression with psychotic features","N","Non-Standard","U","Invalid","507861000000107","Condition","SNOMED","Clinical Finding",0,1254355200000
"300",3530008,"Severe major depression without psychotic features","N","Non-Standard","U","Invalid","509781000000103","Observation","SNOMED","Undefined",1254355200000,1459468800000
"301",3530009,"Severe major depression with psychotic features","N","Non-Standard","U","Invalid","509791000000101","Observation","SNOMED","Undefined",1254355200000,1459468800000
"302",3530033,"Mild major depression","N","Non-Standard","U","Invalid","510371000000107","Observation","SNOMED","Undefined",1254355200000,1459468800000
"303",3530034,"Moderate major depression","N","Non-Standard","U","Invalid","510381000000109","Observation","SNOMED","Undefined",1254355200000,1459468800000
"304",3530384,"Premenstrual dysphoric disorder","N","Non-Standard","U","Invalid","522301000000106","Condition","SNOMED","Clinical Finding",0,1.27008e+12
"305",3530714,"Recurrent major depressive episodes, severe, without mention of psychosis","N","Non-Standard","U","Invalid","530291000000106","Condition","SNOMED","Clinical Finding",1.27008e+12,1.301616e+12
"306",3536127,"Bipolar affective disorder, currently depressed, unspecified","N","Non-Standard","U","Invalid","615941000000103","Condition","SNOMED","Clinical Finding",1.27008e+12,1.301616e+12
"307",3536128,"Bipolar affective disorder, currently depressed, in partial or unspecified remission","N","Non-Standard","U","Invalid","615951000000100","Condition","SNOMED","Clinical Finding",1.27008e+12,1.301616e+12
"308",3542484,"Premenstrual dysphoric disorder","N","Non-Standard","U","Invalid","707781000000108","Observation","SNOMED","Undefined",0,1.27008e+12
"309",3543596,"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission","N","Non-Standard","U","Invalid","758021000000102","Observation","SNOMED","Undefined",0,1285891200000
"310",3545074,"Antenatal depression","N","Non-Standard","D","Invalid","808721000000109","Observation","SNOMED","Undefined",0,1643241600000
"311",3563107,"Single major depressive episode, severe, without mention of psychosis","N","Non-Standard","U","Invalid","530281000000109","Condition","SNOMED","Clinical Finding",1.27008e+12,1.301616e+12
"312",3566276,"Bipolar affective disorder, currently depressed, severe, without mention of psychosis","N","Non-Standard","U","Invalid","530311000000107","Condition","SNOMED","Clinical Finding",1.27008e+12,1.301616e+12
"313",3573776,"Single major depressive episode, severe, with psychosis, psychosis in remission","N","Non-Standard","U","Invalid","758011000000108","Observation","SNOMED","Undefined",0,1285891200000
"314",3654788,"Mood disorder with depressive symptoms caused by amphetamine and amphetamine derivative","S","Standard","V","Valid","838530009","Condition","SNOMED","Clinical Finding",1596153600000,4102358400000
"315",4025677,"Single episode of major depression in full remission","S","Standard","V","Valid","19527009","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"316",4031328,"Chronic major depressive disorder, single episode","S","Standard","V","Valid","14183003","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"317",4034842,"Severe recurrent major depression with psychotic features, mood-incongruent","S","Standard","V","Valid","15193003","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"318",4049623,"Moderate major depression, single episode","S","Standard","V","Valid","15639000","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"319",4057218,"Late onset dysthymia","S","Standard","V","Valid","19694002","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"320",4067409,"Severe major depression, single episode, with psychotic features, mood-incongruent","S","Standard","V","Valid","20250007","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"321",4077577,"Moderate recurrent major depression","S","Standard","V","Valid","18818009","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"322",4092239,"Seasonal affective disorder","S","Standard","V","Valid","247803002","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"323",4093584,"Major depressive disorder, single episode with postpartum onset","S","Standard","V","Valid","25922000","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"324",4094358,"Chronic recurrent major depressive disorder","S","Standard","V","Valid","2618002","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"325",4096229,"Early onset dysthymia","S","Standard","V","Valid","2506003","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"326",4098301,"Recurrent major depressive episodes, in partial or unspecified remission","N","Non-Standard","U","Invalid","191614009","Condition","SNOMED","Clinical Finding",1012435200000,1.264896e+12
"327",4098302,"Recurrent depression","S","Standard","V","Valid","191616006","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"328",4098306,"Bipolar affective disorder, currently depressed, in partial or unspecified remission","N","Non-Standard","U","Invalid","191633004","Condition","SNOMED","Clinical Finding",1012435200000,1.264896e+12
"329",4100371,"Single major depressive episode NOS","N","Non-Standard","U","Invalid","191607007","Condition","SNOMED","Clinical Finding",1012435200000,1.264896e+12
"330",4102664,"Single major depressive episode, in partial or unspecified remission","N","Non-Standard","U","Invalid","191605004","Condition","SNOMED","Clinical Finding",1012435200000,1.264896e+12
"331",4102665,"Recurrent major depressive episode NOS","N","Non-Standard","U","Invalid","191617002","Condition","SNOMED","Clinical Finding",1012435200000,1643241600000
"332",4102973,"Postviral depression","S","Standard","V","Valid","192079006","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"333",4103126,"Drug-induced depressive state","S","Standard","V","Valid","191495003","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"334",4103260,"Recurrent major depressive episodes, unspecified","N","Non-Standard","U","Invalid","191609005","Condition","SNOMED","Clinical Finding",1012435200000,1643241600000
"335",4103261,"Bipolar affective disorder, currently depressed, unspecified","N","Non-Standard","U","Invalid","191628003","Condition","SNOMED","Clinical Finding",1012435200000,1.264896e+12
"336",4103262,"Bipolar affective disorder, currently depressed, NOS","N","Non-Standard","U","Invalid","191635006","Condition","SNOMED","Clinical Finding",1012435200000,1643241600000
"337",4103573,"Depressive disorder NEC","N","Non-Standard","U","Invalid","192078003","Condition","SNOMED","Clinical Finding",1012435200000,1643241600000
"338",4103574,"Chronic depression","S","Standard","V","Valid","192080009","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"339",4107538,"Bipolar I disorder, most recent episode depressed with atypical features","S","Standard","V","Valid","29929003","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"340",4114950,"Endogenous depression","S","Standard","V","Valid","300706003","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"341",4129184,"Severe postnatal depression","S","Standard","V","Valid","237350002","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"342",4129842,"Mild postnatal depression","S","Standard","V","Valid","237349002","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"343",4133073,"Maternity blues","S","Standard","V","Valid","279225001","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"344",4141235,"Depression NOS","N","Non-Standard","U","Invalid","307537002","Condition","SNOMED","Clinical Finding",1012435200000,1643241600000
"345",4141292,"Severe recurrent major depression with psychotic features, mood-congruent","S","Standard","V","Valid","33078009","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"346",4141454,"Recurrent major depression in partial remission","S","Standard","V","Valid","33135002","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"347",4144233,"Severe major depression with psychotic features, mood-congruent","S","Standard","V","Valid","33736005","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"348",4145216,"Premenstrual dysphoric disorder in remission","S","Standard","V","Valid","426578000","Condition","SNOMED","Clinical Finding",1.18584e+12,4102358400000
"349",4148630,"Major depression in partial remission","S","Standard","V","Valid","30605009","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"350",4149320,"Mild depression","S","Standard","V","Valid","310495003","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"351",4149321,"Severe depression","S","Standard","V","Valid","310497006","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"352",4150047,"Secondary dysthymia early onset","S","Standard","V","Valid","3109008","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"353",4151170,"Moderate depression","S","Standard","V","Valid","310496002","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"354",4152280,"Major depressive disorder","S","Standard","V","Valid","370143000","Condition","SNOMED","Clinical Finding",1028073600000,4102358400000
"355",4154309,"Severe recurrent major depression with psychotic features","S","Standard","V","Valid","28475009","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"356",4154391,"Major depression, melancholic type","S","Standard","V","Valid","320751009","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"357",4154805,"Involutional depression","S","Standard","V","Valid","321717001","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"358",4168858,"Endogenous depression - recurrent","S","Standard","V","Valid","274948002","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"359",4174987,"Minor depressive disorder","S","Standard","V","Valid","48589009","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"360",4176002,"Major depression in remission","S","Standard","V","Valid","42810003","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"361",4181807,"Major depressive disorder, single episode with atypical features","S","Standard","V","Valid","42925002","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"362",4195572,"Mild major depression, single episode","S","Standard","V","Valid","79298009","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"363",4195680,"Primary dysthymia late onset","S","Standard","V","Valid","67711008","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
"364",4197222,"Stuporous depression","S","Standard","V","Valid","79842004","Condition","SNOMED","Clinical Finding",1012435200000,4102358400000
